"gene","round3_20160313_p_val","round3_20160313_avg_log2FC","round3_20160313_pct.1","round3_20160313_pct.2","round3_20160313_p_val_adj"
"Rgs10",0.000484572099880294,0.461072582184149,0.25,0.033,1
"Ncf1",0.000490158576529335,1.08189539479047,1,0.421,1
"Gimap1",0.000499640867488603,0.511663366622722,0.375,0.066,1
"Tle1",0.000515697323891943,0.332674406551557,0.25,0.032,1
"Jun",0.000522317320356513,0.670394835138851,0.5,0.112,1
"Gmfb",0.000524787271990691,0.998774453493804,0.375,0.073,1
"Bfar",0.000538375843550373,0.366849252222207,0.25,0.032,1
"Cxcr4",0.000542976464460002,0.968736711111571,1,0.688,1
"Syne1",0.000562584381257282,0.555185184700362,0.5,0.109,1
"Ccdc88b",0.00056476308037535,0.281442206300282,0.5,0.099,1
"RP24-392E13.1",0.000574929300595827,0.284231091021077,0.125,0.009,1
"Lonp1",0.000579494193095448,0.28269121989268,0.125,0.009,1
"Fos",0.000588659195859286,-3.05641242083118,0.25,0.789,1
"Rad23a",0.00059287980069013,0.360703882854846,0.25,0.033,1
"Sept1",0.00060553200370832,0.293331903363116,0.375,0.063,1
"Ube2a",0.000608106141119262,0.286405913327123,0.375,0.063,1
"Ctnna1",0.000614690275671138,0.542039132723419,0.25,0.034,1
"4932438A13Rik",0.00062281601488221,0.921032395014767,0.375,0.071,1
"Fbxo28",0.000622837021237284,0.525192085155334,0.25,0.033,1
"Elovl5",0.000630193593948921,0.823450236477455,0.375,0.072,1
"Rpl36a-ps2",0.000633571775252959,0.402639563727432,0.625,0.148,1
"Gm15045",0.000639304157734585,0.467289409263195,0.625,0.156,1
"Mob3c",0.00064781410560467,0.304565588293484,0.25,0.033,1
"Cyp4x1",0.000666332861322024,0.330704672649876,0.5,0.103,1
"Nfkb1",0.00069527220099302,1.00092132859153,0.625,0.174,1
"Sbds",0.000700655771400474,0.869361058813076,0.375,0.074,1
"Cd274",0.000702269368258955,0.57841264758277,0.625,0.163,1
"Samd1",0.000702453349320373,0.540481274909088,0.25,0.033,1
"Fam134c",0.000713045639150061,0.552308585289408,0.375,0.068,1
"Col11a2",0.000731743179365027,0.275120917714359,0.125,0.009,1
"Oaz2",0.000732891884119807,0.432631391278388,0.375,0.069,1
"Kctd10",0.000762821749115608,0.290909669413633,0.375,0.066,1
"Hsp90b1",0.000763462209469659,1.06229150587104,0.625,0.172,1
"Rdx",0.000788511540508111,0.431841985271406,0.375,0.069,1
"Igsf6",0.000806698638573134,0.494585831973586,0.75,0.214,1
"Sirt1",0.00081111531263888,0.353140972421019,0.25,0.033,1
"S100a9",0.000813799995213588,-5.34765790560768,0,0.672,1
"Ahcyl1",0.000814437743989462,0.276757428437515,0.25,0.033,1
"S100a6",0.000847921465254375,-3.75960939764789,0.125,0.717,1
"Pip5k1b",0.000848803262061366,0.419054251139863,0.25,0.034,1
"Rbpms",0.000874705887852507,1.25526359907586,0.25,0.035,1
"Vrk3",0.000887368529863908,0.671295986107942,0.375,0.072,1
"Rpl28-ps2",0.000892967334454088,0.291550277935186,0.375,0.067,1
"Lbp",0.000904487341549626,0.501359513537578,0.25,0.035,1
"RP23-477D20.1",0.000911761123078192,0.280757708857052,0.125,0.01,1
"Btg1",0.000917242465378925,-1.38278141894635,0.75,0.953,1
"1810026J23Rik",0.000931463315978192,0.292229733038538,0.25,0.034,1
"Csf3r",0.000934093880396452,-2.32352931943726,0,0.663,1
"Uba52",0.000992124518105071,0.298630678818372,0.75,0.19,1
"Epha5",0.00103352574620638,0.26440072913676,0.25,0.034,1
"Ruvbl1",0.00105924828187709,0.272444194403336,0.125,0.01,1
"Mrps14",0.00107793534607945,0.298258194822685,0.375,0.069,1
"Akt3",0.00108249639029182,0.383284326798415,0.125,0.01,1
"Cetn2",0.00109378340881425,0.413367834076679,0.25,0.035,1
"Fcho2",0.00114035447395517,0.350591406524212,0.5,0.111,1
"Ndrg1",0.00115523152417129,0.734352864363784,0.5,0.124,1
"Atp13a3",0.00115837963160777,0.635556983765757,0.375,0.074,1
"Fabp5",0.00117791081959394,0.672469492106089,0.375,0.076,1
"Zfp661",0.00118665696959792,0.25007421095016,0.25,0.035,1
"Rai1",0.00121618692845293,0.400390236184312,0.25,0.036,1
"Nbeal2",0.00122010726994705,0.669308067595373,0.5,0.132,1
"Etv6",0.00124984880484012,0.485572393200824,0.375,0.075,1
"Cyth3",0.00125239154846759,0.263084032918512,0.25,0.035,1
"Gnal",0.00127340391658128,0.432592386229583,0.125,0.01,1
"Trim9",0.00130057507432032,0.267025206783636,0.125,0.01,1
"Itsn2",0.0013054539795306,0.26434445273522,0.375,0.069,1
"Suox",0.00130975037323021,0.50545614272933,0.125,0.01,1
"Dpp4",0.00132158299332654,0.308784000823771,0.25,0.035,1
"Rilpl2",0.00133261501401076,0.412100673512495,0.375,0.073,1
"Gna12",0.0013369106036602,0.4560744056391,0.25,0.037,1
"Drg1",0.00142981215887296,0.371101517460203,0.25,0.037,1
"Nkg7",0.00146148153750656,0.485008463163403,0.25,0.036,1
"Zc3hav1",0.00146511901868274,1.26109955943867,0.5,0.147,1
"Il1b",0.00148050273654055,-3.36064564942518,0.125,0.691,1
"Mmp9",0.00148435816217864,-2.56492340748115,0,0.633,1
"Axin2",0.00148532239727548,0.394835491688234,0.125,0.01,1
"Gm8624",0.00150797187151628,0.442794719389324,0.625,0.17,1
"Ywhag",0.00150968100198757,0.670429611044181,0.5,0.125,1
"4930518I15Rik",0.00152663488706015,0.429984568150137,0.125,0.01,1
"Blcap",0.0015406214821268,0.402446302663055,0.25,0.037,1
"4933427D06Rik",0.00154768565184579,0.278076794646162,0.125,0.01,1
"Tax1bp1",0.00155379268678478,0.609450213437659,0.75,0.248,1
"Fmr1",0.00159219441230883,0.483824553951971,0.25,0.037,1
"Kxd1",0.00162572709572364,0.296622697606299,0.375,0.072,1
"Mettl7a1",0.00163864789685297,0.340609623124072,0.25,0.037,1
"RP24-352B14.1",0.00166798365332688,0.614566611003426,0.875,0.308,1
"Gnb2",0.00179407182968625,0.82860097178861,1,0.46,1
"Ube2g1",0.00183810911625589,0.328768877807522,0.375,0.073,1
"Treml2",0.00185410908268753,0.545822187866389,0.5,0.121,1
"Mcl1",0.00193536200460482,-2.16590586676941,0.5,0.828,1
"St3gal1",0.00193793792045907,0.256820366920259,0.375,0.073,1
"2510039O18Rik",0.00203450512691526,0.66557167029629,0.5,0.139,1
"Emilin2",0.00205326817703089,1.46864647613277,0.75,0.319,1
"Gm12230",0.00206428066144416,0.38887268372212,0.75,0.222,1
"Ercc2",0.00206743581027709,0.771654069604378,0.125,0.011,1
"Ikzf2",0.0020918615948284,0.751084170509413,0.25,0.041,1
"Sec11c",0.00214841587257278,0.587686881419504,0.5,0.127,1
"Lrrc8c",0.00215733572252222,1.26068929887622,0.25,0.042,1
"Slpi",0.00218579284443174,-2.36437286849513,0,0.607,1
"Rpl18-ps2",0.00223962959503512,0.352003642732642,0.375,0.078,1
"Rps28",0.00225106892779878,0.552760257385364,1,0.389,1
"Rnpepl1",0.00227021339889503,0.342501300779921,0.375,0.077,1
"B2m",0.00229350631576337,-1.53852175794033,0.75,0.94,1
"Gm12517",0.00231733136258392,0.308321858532854,0.25,0.039,1
"Rassf5",0.00236986199349773,0.7932182840136,0.75,0.265,1
"Frmd4b",0.00237545460961301,1.11021334492811,0.25,0.042,1
"Mtmr10",0.00238727813269356,0.47195859711426,0.125,0.011,1
"Hook1",0.00241780095774517,0.532132980475368,0.125,0.011,1
"Trip12",0.00248429206578136,0.603964750726859,0.5,0.14,1
"Magel2",0.00249567718337464,0.277459419830517,0.125,0.011,1
"Ptprc",0.00251012214106557,-1.55515912385894,0.5,0.813,1
"Gm21957",0.00252985178498937,0.435425458027014,0.5,0.123,1
"Zmynd8",0.0025382010881355,0.599956014773372,0.375,0.084,1
"Nab1",0.00257709725714011,0.726284174857159,0.375,0.089,1
"Hps3",0.00258322666895585,0.538874234372494,0.375,0.08,1
"Nhsl2",0.00258502298778695,0.480082395044405,0.375,0.082,1
"Champ1",0.00260856195163373,0.257558579511645,0.125,0.011,1
"Gm10073",0.00264025789521086,0.689043402891098,0.875,0.376,1
"Hist1h1c",0.00267980409634784,0.778960562247766,0.75,0.289,1
"Copg1",0.00273379680922445,0.449661639026466,0.25,0.04,1
"Proca1",0.00275509577059939,0.437797216098783,0.125,0.012,1
"Rprd1a",0.00275509577059939,0.502025614956111,0.125,0.012,1
"Trim43b",0.002806367229725,0.829979202225951,0.75,0.342,1
"Rbm38",0.00281502429464838,0.459388500121195,0.5,0.125,1
"Dhx15",0.00283385981068663,0.361548953045516,0.375,0.078,1
"Dsg2",0.00284175366491215,0.277654344938458,0.125,0.012,1
"Mib1",0.00285887024426459,0.501855957179845,0.25,0.041,1
"Me3",0.00296276283769202,1.26014733972873,0.625,0.22,1
"Lrrc31",0.00308603437960332,0.595101114802193,0.25,0.044,1
"Cyp4f18",0.00319751472331233,0.872949722001483,0.875,0.469,1
"Serpinb1a",0.00320220322509439,1.14229331678029,0.25,0.043,1
"Siglecf",0.00320758769565958,0.329647828678874,0.25,0.042,1
"Fam114a2",0.00324054346806286,0.772780895205999,0.375,0.083,1
"Ptpn7",0.00327175590741198,0.449184672619236,0.25,0.042,1
"Rpl13a",0.0033106114607232,0.569868302503064,1,0.455,1
"Slc9a3r1",0.00333114257062045,0.643756781438185,0.5,0.152,1
"Lsp1",0.00335084113308837,-1.50076241319427,0.125,0.709,1
"Arap3",0.00341526794536655,0.38374552753472,0.5,0.129,1
"Fam174a",0.00342386368311307,0.797795849277666,0.375,0.087,1
"Acot7",0.00348326116126495,0.284909973296973,0.25,0.041,1
"Hnrnph1",0.00351143836271808,1.07651393538644,0.625,0.18,1
"Actr3",0.00358144498007147,-2.03582709745611,0.25,0.668,1
"Pds5a",0.00360132937179795,0.334226148215752,0.375,0.082,1
"Tmem41b",0.00360326728361719,0.416095700086976,0.25,0.042,1
"S100a8",0.00361781155851123,-4.60896794203761,0.25,0.673,1
"Id2",0.00363975118159599,0.703356334333685,0.5,0.149,1
"Emc7",0.00374072614895307,-2.18764594619475,0.125,0.633,1
"Rab2b",0.00377362922049113,0.333973031600237,0.125,0.012,1
"Rpl23",0.00384916412142196,0.597327932927835,1,0.567,1
"Dhps",0.00386351018938861,0.262171107233243,0.125,0.012,1
"Lyz2",0.00390063789708173,-3.82378527583343,0.25,0.665,1
"Kcnj2",0.00392998169173894,0.767840461792082,0.375,0.09,1
"Sfswap",0.00408689097692253,0.318543847848256,0.5,0.129,1
"Bloc1s4",0.00411508992373552,0.276232421212405,0.25,0.042,1
"Usp9x",0.00420043244488301,0.570096146680033,0.375,0.088,1
"Rps18",0.00421053006074467,0.413417913516887,1,0.402,1
"Exoc2",0.00421354565501999,0.372580303870579,0.25,0.042,1
"Trub1",0.00424666164051002,0.274491855227665,0.125,0.012,1
"Fth1",0.00436690809142006,-1.55124654740359,0.75,0.927,1
"Aasdhppt",0.0043706092863486,0.271655609854818,0.125,0.012,1
"Rps25",0.00446829656549845,0.747039093340729,0.75,0.325,1
"1810037I17Rik",0.00446909687785851,0.767583801725713,0.375,0.088,1
"C1galt1",0.00447211852197991,0.309919350374865,0.125,0.012,1
"Ostc",0.0045115678726285,0.277354165264029,0.375,0.083,1
"Slc3a2",0.00456183689205155,0.905006663299941,0.625,0.198,1
"Ptpn11",0.0047692031545281,0.40859072771009,0.25,0.045,1
"Kti12",0.00483605301193546,0.259485289622295,0.125,0.013,1
"Arfip2",0.00491834237394407,0.259572583689236,0.125,0.013,1
"Mertk",0.00494399068325552,0.251889380086597,0.25,0.044,1
"Retnlg",0.00496412378443103,-3.48206440575551,0,0.547,1
"Pink1",0.00505796921171979,0.451031299893031,0.375,0.087,1
"Clec4d",0.00509664643387869,-1.65929468328488,0,0.545,1
"Ogfr",0.00511828965149375,0.387182128285903,0.375,0.089,1
"Insm1",0.00518566133661265,0.291341756942402,0.25,0.044,1
"Cd244",0.00522220938447991,0.312202764005936,0.25,0.044,1
"Dnajb1",0.00526196913502906,0.355045688260106,0.375,0.087,1
"Stard7",0.00538589155796833,0.349128515886842,0.375,0.087,1
"Sec24d",0.00538761411575798,0.489354450935026,0.125,0.013,1
"Add3",0.00541377474530865,0.465450942575044,0.625,0.2,1
"Erc1",0.00555728498603303,0.25038825686547,0.25,0.044,1
"Egr1",0.00556577456734135,0.992806862900743,0.875,0.481,1
"Abhd8",0.00556842765033146,0.268107564452473,0.125,0.013,1
"Tti2",0.00556842765033146,0.255249410953166,0.125,0.013,1
"L1cam",0.00563012079098106,0.677701340167836,0.375,0.1,1
"Zfp120",0.00565423156163896,0.31942113767996,0.25,0.044,1
"Igf1r",0.00572927239207358,0.543667401532598,0.375,0.087,1
"Ctdsp2",0.0057610805613787,0.299223246311852,0.5,0.133,1
"Tatdn2",0.00589377409426616,0.370660578102146,0.25,0.045,1
"Ndufa1",0.00598307164888677,1.10214122482816,0.375,0.098,1
"Urb2",0.00613899042662878,0.258368619816541,0.125,0.013,1
"Actg1",0.00616356711544188,0.799187713326803,1,0.942,1
"Lyz1",0.00628747219037235,-3.37239284163694,0.25,0.639,1
"Sar1b",0.00648097759039869,0.298171981599582,0.25,0.046,1
"Ap4s1",0.00658304950263796,0.351174640217741,0.25,0.047,1
"Lmo2",0.00658364339513181,0.309367116033542,0.25,0.046,1
"Srsf4",0.00658917961947435,0.310960576938564,0.25,0.046,1
"Aftph",0.00663468839143725,1.03143374222733,0.375,0.099,1
"Rps11-ps1",0.00669857805287586,0.638822234601781,0.75,0.292,1
"Hdc",0.00673659902404791,0.790784065781636,1,0.586,1
"Fam107b",0.00673912963028876,0.494475034552721,0.875,0.351,1
"Camk2n2",0.00683220391891352,0.266380316297531,0.375,0.088,1
"Dhx16",0.00684011469335024,0.271290046545855,0.25,0.046,1
"Cdc42se2",0.00695787181677263,0.314348615487,0.5,0.137,1
"Rpl17",0.00697993479192991,0.698214788791327,0.875,0.496,1
"Serinc3",0.00708668918919919,0.774975408574142,1,0.632,1
"Pag1",0.00713647984866046,0.495579134766159,0.625,0.22,1
"Gm7535",0.00715082340883064,0.425813887315864,0.125,0.014,1
"Chd3",0.00716034240110423,0.380165817134279,0.25,0.047,1
"Bcl7b",0.00716389528041575,0.355203242850152,0.25,0.048,1
"Khsrp",0.00719730363114452,0.410003116277226,0.375,0.094,1
"Cxcl2",0.00754241763637495,-2.94429605259436,0,0.513,1
"Gm8822",0.00758517739063358,-1.83354846384044,0.25,0.626,1
"Dkk4",0.00765273536851152,0.562717217780074,0.875,0.411,1
"Hist1h2ap",0.00766983769366011,0.465006544832437,0.25,0.048,1
"Cstf2t",0.0076931092911908,0.68532072858732,0.25,0.048,1
"Cic",0.00773055380375287,0.371774426482607,0.375,0.093,1
"Gse1",0.00775339103465505,0.638906892713536,0.375,0.1,1
"Rnf4",0.00775977217319659,0.436522124723417,0.375,0.093,1
"Elmo1",0.00780393426548174,1.00673873602049,0.375,0.096,1
"Pcmt1",0.00784743843756766,0.323254382786243,0.25,0.048,1
"Gda",0.00801397602719522,-1.80215351034212,0.125,0.578,1
"Specc1",0.00805297136382484,0.500146635926103,0.375,0.103,1
"Rps6",0.00807473808908017,0.458651273384947,0.75,0.281,1
"Srsf3",0.00845614854806651,0.490511296539395,0.375,0.097,1
"Gm6977",0.00855996003738626,-1.46540162983532,0.375,0.723,1
"Hspa13",0.00863441445863836,0.255520978818609,0.125,0.014,1
"Ewsr1",0.00870434119471428,0.45853284376975,0.5,0.154,1
"Lmnb1",0.00881117753529977,-1.74177058564067,0,0.501,1
"Acads",0.00891890063944499,0.260309603283862,0.125,0.015,1
"Uqcrh",0.00895976896543559,0.445809865776114,0.625,0.212,1
"Wrap73",0.00896337348589661,0.271639408971418,0.125,0.015,1
"Prkrip1",0.0091432513236582,0.269275503942014,0.125,0.015,1
"Junb",0.00916113434652756,0.875839627719084,1,0.839,1
"Rpl17-ps8",0.00919092303123707,0.679907189500495,0.875,0.52,1
"Wsb1",0.00923279215543343,0.570927254598361,0.375,0.103,1
"Ly6e",0.00924553596434957,0.59591030519007,1,0.531,1
"Synj2bp",0.00927393199712636,0.415517149357919,0.25,0.049,1
"Larp4",0.00929994841803142,0.293943229279684,0.25,0.048,1
"Plek",0.00945234168544432,0.662463570228786,0.875,0.453,1
"Ms4a6b",0.00946798580293987,0.577879986731795,0.375,0.098,1
"Txn1",0.00949851729542217,-1.77599592917746,0.25,0.622,1
"Pim1",0.00955435074233368,0.977480862476565,0.875,0.73,1
"Tbca",0.00956785332947228,0.634292083742162,0.375,0.101,1
"Zyx",0.00966168849154743,0.820916845962992,1,0.508,1
"Mvp",0.00966602818845739,0.325771324522732,0.25,0.05,1
"Psd4",0.00973870798958438,0.290118650168844,0.375,0.094,1
"Gm14450",0.0098035482526075,0.271092975411233,0.125,0.015,1
"Ift57",0.0098514732437486,0.269943536786278,0.125,0.015,1
"Arrdc4",0.00985355139444691,0.357022170817554,0.375,0.096,1
"Rps26-ps1",0.0098689572714761,0.362125291038473,0.875,0.329,1
"Clec7a",0.00991413593338233,-1.69623066954259,0,0.491,1
"Stk35",0.00994794991746635,0.255207926829981,0.125,0.015,1
"Ndufb3",0.0100073723138429,0.383453493168473,0.25,0.051,1
"Adipor1",0.0102355570896611,-1.37255055544887,0.125,0.563,1
"Dopey1",0.0103351463327172,0.422659918175685,0.125,0.015,1
"Txndc17",0.010379311404512,0.761112155553264,0.375,0.104,1
"Usp16",0.0104002170927842,0.255242652865294,0.25,0.049,1
"Gm4613",0.010411667814288,0.632380048241444,0.5,0.18,1
"Rab21",0.0105451612270792,0.802445457743434,0.375,0.104,1
"Tmem71",0.0106076698829997,0.488193019990961,0.5,0.162,1
"Cd53",0.0107318383821778,0.671472594102989,1,0.71,1
"BC017643",0.0107478577193008,0.461394107753635,0.375,0.096,1
"Rassf4",0.0107526140455489,0.323081845381444,0.25,0.05,1
"Fam117a",0.0108670700571402,0.695156683360137,0.25,0.054,1
"Cutc",0.0110514871772936,0.265633378496158,0.125,0.015,1
"Trrap",0.0111557197089552,0.654213570897586,0.25,0.054,1
"Uhrf2",0.0112973031740313,0.593393667809192,0.25,0.054,1
"Lmo4",0.011403509595313,1.36328259904121,0.625,0.25,1
"Rbx1",0.0114497874100602,0.659901854876467,0.5,0.182,1
"Scaf1",0.0114741103979625,0.265556262980083,0.25,0.051,1
"Eif3j2",0.0116580787541907,0.252582646366661,0.25,0.051,1
"Brd8",0.0116723937302783,0.378757126599893,0.25,0.053,1
"Cbfb",0.0117609408090029,0.785373637408709,0.375,0.107,1
"Gm15464",0.011763747731554,0.47055653557193,0.25,0.053,1
"Rpl21",0.0117921201633288,0.509331936059761,0.5,0.165,1
"Myadm",0.0118309190081859,-1.529076939068,0,0.476,1
"Hp",0.011870700570127,-1.38781052041604,0,0.475,1
"Ltb",0.0120120080727704,0.559799392830415,0.625,0.27,1
"Tmem55b",0.0121669841068562,0.415024514287862,0.25,0.053,1
"Tars2",0.0121890109650166,0.425721096175469,0.125,0.016,1
"Dgkg",0.0124391465447883,0.267940404287921,0.25,0.051,1
"Tnfaip2",0.0124398381671409,-1.33424133407246,0,0.471,1
"Cct5",0.0124862329179213,0.493929696891459,0.25,0.054,1
"Sel1l",0.0125219301186465,0.285761130888065,0.375,0.098,1
"Gm16223",0.0125643652044915,0.304809892051242,0.25,0.051,1
"Smek1",0.0128044308595919,0.304166569218922,0.25,0.052,1
"Ftl1",0.0129966979801334,-1.19977257640012,0.75,0.879,1
"Zbtb7a",0.0130252125475106,0.620569398281601,0.5,0.173,1
"Zfp84",0.0130621388535163,0.520371079251563,0.125,0.016,1
"Lpcat3",0.0131237745478477,0.528969264728182,0.25,0.055,1
"Oplah",0.0131815956707661,0.421842220432031,0.125,0.016,1
"Spc24",0.0133374486524879,-1.16414102348336,0,0.465,1
"Dclre1b",0.0134423980437804,0.380955855847485,0.375,0.1,1
"Mrpl9",0.0135138871933291,0.454031108517084,0.875,0.531,1
"Kcnab2",0.0142404105899799,0.42090858723391,0.25,0.054,1
"Psmf1",0.0146037402767934,0.501592929752926,0.125,0.016,1
"1810043H04Rik",0.0146519777317226,0.274915984316094,0.25,0.053,1
"Mmp8",0.0146680206956836,-2.05717514576868,0,0.457,1
"Wdr31",0.0146824563681774,0.470188581896496,0.75,0.308,1
"Map4k4",0.0148611379403765,0.326539486838411,0.375,0.103,1
"Pla2g7",0.0149085568024456,-1.21536859492699,0,0.455,1
"Gm12481",0.0149723007979201,0.54868769706509,0.875,0.466,1
"Pafah1b1-ps1",0.0153536277845956,0.448689210080629,0.25,0.055,1
"Eef2",0.0155414330430394,0.472163163873799,0.75,0.317,1
"Mapk14",0.0155468165928702,0.410648613730213,0.5,0.166,1
"Rer1",0.0155496632503946,0.434423483580804,0.375,0.11,1
"Saysd1",0.0156369559293916,0.268204256955699,0.125,0.017,1
"Pld2",0.0157056159366368,0.266350604541124,0.125,0.017,1
"Zfp36l2",0.0157601623440046,0.797861304233483,1,0.699,1
"Fam98c",0.0159131895841748,0.269506630224323,0.125,0.017,1
"Tnfaip8",0.0160938973269578,0.376465520603666,0.5,0.161,1
"Tor1aip2",0.0161628018768506,0.933114039739149,0.25,0.059,1
"0610037L13Rik",0.0161937053858078,0.262988587832093,0.125,0.017,1
"Gm10116",0.0162763847812655,-1.15903478086299,0.75,0.869,1
"Kcnma1",0.0164206533412522,0.423532418973014,0.125,0.017,1
"Gab2",0.0164901548493248,1.18793364150173,0.25,0.06,1
"Cnn2",0.0165135829749065,0.648117904465138,0.875,0.487,1
"Csrnp1",0.016845425072017,0.668880561989306,0.625,0.282,1
"Lst1",0.0170659018330324,-1.27668299246033,0,0.443,1
"Exosc10",0.0170701170086962,0.266541736510487,0.125,0.017,1
"Add1",0.0171095673940409,0.356299645194533,0.5,0.159,1
"Amica1",0.0171203565073771,-1.36287446386319,0,0.443,1
"Ubr7",0.0171436528996134,0.261401381329168,0.125,0.017,1
"Ube4a",0.0171474263334826,0.530099122069363,0.25,0.058,1
"Ldha",0.0176379957313603,0.367300847742133,0.625,0.237,1
"Rc3h1",0.0177376644041888,0.25663924197049,0.25,0.055,1
"Sept9",0.0177575484377019,0.397069208087132,0.5,0.174,1
"Trem1",0.018012037441705,-1.46937444272101,0,0.438,1
"Txn-ps1",0.0180371032943416,-1.15167854901155,0.125,0.531,1
"Eif1b",0.018224504493048,0.840983578231472,0.25,0.06,1
"Trmt6",0.0184256993630129,0.299512923447018,0.125,0.017,1
"Arid3b",0.0184648498289915,0.428319415177963,0.25,0.057,1
"Mpeg1",0.0184725487652243,-1.33617105000611,0,0.436,1
"Btnl9",0.0187170989996163,0.514001557484401,0.125,0.017,1
"P2ry14",0.0187170989996163,0.865726154831649,0.125,0.017,1
"Pafah1b1",0.0187394626268809,0.429502899657685,0.5,0.171,1
"Pnrc1",0.0187434589577815,1.00074110357674,0.875,0.585,1
"Perp",0.0188742192573968,0.273287048783756,0.125,0.017,1
"Rpl34",0.0188753469870491,0.617691905311859,0.375,0.127,1
"Lrrc8a",0.0188979223341478,0.360910630116655,0.125,0.017,1
"Rps16",0.019220788868766,0.580793881375551,0.75,0.382,1
"Fyb",0.0192352625569947,0.841138332922843,0.625,0.314,1
"Psap",0.0192963865497731,-1.34621365387541,0.125,0.62,1
"Gm6134",0.0193615033974628,0.264077797721207,0.25,0.057,1
"Snrnp70",0.0193997418541177,0.525389947287039,0.375,0.117,1
"Trf",0.0194531193182015,0.497129478348076,0.625,0.249,1
"Gm14214",0.0197632753570936,0.46152109557504,0.25,0.059,1
"Gm6472",0.0198425722311714,0.549018181343847,0.75,0.327,1
"Tmem265",0.0198823389843481,0.721717064691446,0.125,0.018,1
"Cmtm6",0.0199148517563135,-1.13576150695219,0,0.429,1
"Pfkp",0.0201200154872694,0.49024536522253,0.25,0.061,1
"Il1r2",0.0202271147430315,-1.44294046220488,0,0.428,1
"Znrf1",0.0202629654508901,0.314378842509641,0.375,0.108,1
"Tpd52",0.020411676323648,-1.39605883007746,0.125,0.571,1
"Gm11281",0.0204609177347739,0.462590602265753,0.375,0.112,1
"Hsp90aa1",0.0205401405858583,0.948985557572534,0.5,0.212,1
"Slc38a2",0.0206721184358555,0.392432006715165,0.75,0.304,1
"Rbm5",0.0209107340089625,0.514094475132481,0.375,0.118,1
"Psmb7",0.0211683806058603,0.30222698482639,0.25,0.058,1
"Pkm",0.0214519662036836,-1.04601084372402,0.125,0.504,1
"Marcks",0.021518246353888,-1.27514446677452,0,0.422,1
"Nedd8",0.0215369694898743,0.600329100606818,0.5,0.196,1
"Mrpl42",0.021600253495499,0.417490015255955,0.125,0.018,1
"Sell",0.02181385797045,-1.42161194314703,0.375,0.683,1
"Tsc22d3",0.0225279801148072,-1.11347300532967,0.125,0.564,1
"Nat9",0.0225840842062205,0.421000506110199,0.125,0.018,1
"Pmm2",0.0225840842062205,0.377142585457131,0.125,0.018,1
"Vps26a",0.0225848880821169,0.4009344760893,0.25,0.059,1
"Rbmx",0.0227555309695818,1.20496806127999,0.75,0.477,1
"Laptm4a",0.0229986725748012,0.359101342923454,0.5,0.18,1
"Dcaf11",0.0232610039656746,0.344344315500098,0.25,0.059,1
"Rbm33",0.0233595483075502,1.06761691220561,0.25,0.064,1
"Rab18",0.0234310745533956,0.826609365964273,0.25,0.063,1
"Rpl19",0.0234758481452,0.556351907038903,0.875,0.423,1
"Nagk",0.0239556662802296,0.423291923653175,0.125,0.019,1
"Tuba1c",0.0240976181317537,0.351772767895678,0.5,0.178,1
"Dnajb6",0.0242427834520365,0.542788639197204,0.5,0.197,1
"Cd9",0.0242575010355692,0.51149271481867,0.875,0.449,1
"Ubqln4",0.0243344995955137,0.386686470677998,0.125,0.019,1
"Vbp1",0.0243582130683668,0.348912138942588,0.25,0.061,1
"H2afj",0.0245522480933397,0.370176039846654,0.375,0.113,1
"Zfp605",0.0248391953997764,0.6296997613617,0.625,0.299,1
"Gm17541",0.024892666675214,0.40059825222795,0.375,0.116,1
"Dusp1",0.024894165625692,-1.39479726168199,0.75,0.818,1
"Snrpa1",0.0249124827420125,0.261672253810072,0.125,0.019,1
"Fgl2",0.0249661500523707,-1.57317132715186,0.125,0.5,1
"Ssfa2",0.0251710737634453,0.315557712945332,0.25,0.061,1
"Lbr",0.0253140921247722,0.888115364083351,0.75,0.385,1
"Abcc4",0.0255646127141647,0.753565894814999,0.125,0.019,1
"Tnfrsf1a",0.0256664261950537,-1.04496204747964,0,0.405,1
"Rpl7",0.0260412747107589,0.326055059633803,0.875,0.397,1
"Bcap31",0.0261011395227921,0.873660518299853,0.375,0.125,1
"Lgals3",0.0263024158368877,0.490614304303985,0.75,0.34,1
"Kif2a",0.0263466547057198,0.422325121536365,0.25,0.061,1
"Gnas",0.0263654429342942,1.05053531995895,0.75,0.412,1
"Nudt21",0.0267770477028211,0.391899568112792,0.375,0.117,1
"Pdk3",0.0269221023487694,0.485671958606363,0.125,0.019,1
"Cd300lf",0.0269235959402021,-0.924397510291092,0,0.4,1
"Unc93b1",0.0270843556431828,-1.19293884943683,0,0.4,1
"Gxylt1",0.0271381708913167,0.278998435321565,0.25,0.061,1
"Rps6ka1",0.027172929678369,0.465944993832231,0.5,0.183,1
"Hacd4",0.0273974077647872,0.396775617591406,0.625,0.253,1
"Rnh1",0.0274165434471068,0.468651807338917,0.375,0.121,1
"Smim3",0.027625893569837,0.588865225651024,0.375,0.125,1
"Actn1",0.0276534451508388,-1.25167908181727,0,0.398,1
"Tc2n",0.0277419325457484,0.499728603590408,0.625,0.262,1
"Cd300ld",0.0280661210205686,-0.930350807187031,0,0.396,1
"Ctdnep1",0.0284963379763429,0.252706650182105,0.375,0.114,1
"Fes",0.0288293471821343,0.339030859063856,0.625,0.245,1
