"gene","round3_20160313_p_val","round3_20160313_avg_log2FC","round3_20160313_pct.1","round3_20160313_pct.2","round3_20160313_p_val_adj"
"Atp5a1",0.163582356802682,-0.509460988489113,0,0.198,1
"Denr",0.163600789447331,0.519909782248935,0.625,0.349,1
"Cd74",0.163956593011242,-2.22528480226351,0,0.198,1
"Ppm1d",0.16415467544506,0.338209367926966,0.125,0.036,1
"Stk4",0.164970112890722,0.605664324592714,0.5,0.253,1
"4933434E20Rik",0.165083873419521,-0.414337903274517,0,0.197,1
"Tlr13",0.165461163913885,-0.453781989784767,0,0.197,1
"Gpr65",0.165461164298807,-0.665750747792705,0,0.197,1
"Pde4b",0.16580566445311,-0.83651318929887,0.25,0.408,1
"Nfu1",0.166157055510982,0.689069783097063,0.125,0.037,1
"Ogfrl1",0.166413829407955,-0.73013924839034,0.125,0.326,1
"Prkcd",0.16736539258338,0.450321927683501,0.5,0.326,1
"Timeless",0.168123778431143,-0.38237492468872,0,0.194,1
"Stk17b",0.168434035953549,-0.717262143089399,0.875,0.827,1
"Jdp2",0.169276549868481,-0.478476139102552,0,0.194,1
"Psmb8",0.170436375159814,-0.433750574485104,0,0.193,1
"Preb",0.170824558327075,-0.463471967873525,0,0.192,1
"Atf4",0.170824558459016,-0.406089475086583,0,0.192,1
"Mtus1",0.170824558854839,-0.566673811114318,0,0.192,1
"Scnn1a",0.171213532709343,-0.562880493440252,0,0.192,1
"H2-Q4",0.171650707390074,-0.515246304542816,0.625,0.874,1
"Taok1",0.172280951899251,0.294808261113853,0.25,0.11,1
"Sri",0.17238521333309,-0.545839064054057,0,0.191,1
"Tlr2",0.172777365294352,-0.42550859155089,0,0.191,1
"RP24-291E8.2",0.172883119326029,0.394540033781242,0.75,0.426,1
"Mgea5",0.173564067139138,-0.437539105198764,0,0.19,1
"D8Ertd738e",0.173775795987417,-0.634469258116587,0.125,0.316,1
"Zfand5",0.173958620405803,-0.523415231924611,0,0.19,1
"App",0.174353977813067,-0.542396588173334,0,0.19,1
"Comt",0.175314313952497,0.368644272319373,0.25,0.106,1
"Ncf2",0.175608004045182,-0.409563590881931,0.125,0.4,1
"Pilrb2",0.175943478055372,-0.430674238432326,0,0.189,1
"Stfa2l1",0.175943478326196,-1.01683305826108,0,0.189,1
"Tmem147",0.176797407511155,0.448406127696466,0.125,0.037,1
"Naaa",0.177144127124628,-0.435253577584723,0,0.188,1
"Tmem134",0.177545976463146,-0.592101410504441,0,0.188,1
"Calm1",0.178859912732382,-0.620776043280941,0.375,0.6,1
"Grb2",0.179088636445331,-0.711364503396487,0.25,0.402,1
"Phactr2",0.179567548841889,-0.355654235381345,0,0.186,1
"Rps27l",0.180683677226233,0.437890919642219,0.25,0.108,1
"Svopl",0.181199703016236,-0.393939273656502,0,0.185,1
"Myl6",0.181464906357893,0.431094604791753,0.875,0.671,1
"Rap2c",0.181900999874723,0.286338216218817,0.25,0.105,1
"RP23-256D7.2",0.182020784858838,-0.37219328090728,0,0.184,1
"Atp6v1g1",0.182737380368055,-0.695734581346208,0.125,0.321,1
"Padi4",0.182845222542652,-0.422979390414456,0,0.184,1
"Nup133",0.18325870465533,-0.353803709465158,0,0.183,1
"Nudcd2",0.183673030497643,-0.345100911749671,0,0.183,1
"Arpc4",0.183997117630916,-0.501575471126671,0.125,0.369,1
"Atf3",0.184088203874968,-0.48847169330618,0,0.183,1
"Lrg1",0.184088203874968,-0.589222772776819,0,0.183,1
"Zfp36",0.184119320668612,0.830919385605209,0.875,0.815,1
"Tomm6",0.184504224377865,-0.363219284492701,0,0.183,1
"Chsy1",0.184504224660315,-0.654061446478032,0,0.183,1
"Usp32",0.184921095334884,-0.601272737873225,0,0.182,1
"Adam8",0.185252985772464,-0.762936929810671,0.25,0.434,1
"Cpne8",0.185413602469863,0.38225262764861,0.625,0.349,1
"Camk1",0.185582076781133,0.649888739075122,0.125,0.039,1
"Nasp",0.185948015910426,0.330301526841034,0.125,0.039,1
"Irgm1",0.186597114249227,-0.345606266852992,0,0.181,1
"Xdh",0.188286882954567,-0.537448438800138,0,0.18,1
"Glrx",0.188711487628499,-0.497816568833013,0,0.18,1
"Chd7",0.189136960444447,-0.420610867257524,0,0.179,1
"Rpf1",0.190153758170399,0.639861038122749,0.125,0.039,1
"Clpb",0.1904186121509,-0.327702107335874,0,0.179,1
"Cpne1",0.190847580321565,-0.588522611798268,0,0.178,1
"Dusp11",0.192482413669003,0.287170926399926,0.25,0.113,1
"Pbx2",0.192572255227202,-0.463518635316292,0,0.177,1
"Fam49b",0.19331437771421,-0.958373970958483,0.375,0.489,1
"Sft2d2",0.193439902848275,-0.461531914527226,0,0.176,1
"Cacfd1",0.193624428312544,0.714382429323914,0.125,0.04,1
"Hnrnpa2b1",0.193663517729268,0.414597543905552,0.5,0.27,1
"H2-Aa",0.19474805626962,-2.13923010197776,0,0.176,1
"Ckap4",0.195185896983119,-0.527514723987273,0,0.175,1
"Stx11",0.196504817216817,-0.51896017377215,0,0.174,1
"Cpne3",0.196946263319943,-0.546781463360975,0,0.174,1
"Clec2d",0.197393954456389,0.408696792313001,0.25,0.107,1
"Kdm7a",0.1981376081592,-0.649939806929312,0.25,0.453,1
"Rps2",0.198721132166776,-0.384560512072819,0,0.173,1
"Slc35a5",0.199167130826785,-0.517665802872848,0,0.173,1
"Grn",0.19961404605377,-0.426715444514875,0,0.172,1
"Atp5d",0.200510635470765,-0.34244789068533,0,0.172,1
"Atp2b1",0.200510635775045,-0.463409274670948,0,0.172,1
"H2-Ab1",0.200960313705464,-1.13517632893749,0,0.172,1
"Zfp300",0.20182430066672,-0.630118558587028,0.125,0.305,1
"Polr2k",0.201902860515862,0.288845522685656,0.125,0.04,1
"H2-Eb1",0.20231490715925,-1.97142224848862,0,0.171,1
"Ubxn6",0.202640818006024,0.287986742224924,0.125,0.04,1
"Ano6",0.203010532374435,0.289888773443502,0.125,0.04,1
"Lilra6",0.203222622665888,-0.397170093953972,0,0.17,1
"Tmem189",0.203222622973882,-0.381575719639034,0,0.17,1
"Ces2e",0.203677883384049,-0.3406662511977,0,0.17,1
"Tbp",0.203677883615513,-0.36794823794533,0,0.17,1
"Midn",0.203677883692667,-0.40907925238726,0,0.17,1
"Gls",0.20374851429923,0.383575160374405,0.25,0.111,1
"Akap13",0.203826250343491,0.646053147050045,0.5,0.405,1
"Gucd1",0.204491960078441,0.287082359492194,0.25,0.112,1
"Ccdc47",0.204591220838538,-0.370543172846209,0,0.169,1
"Rps3",0.204717642265103,0.506654126833692,0.625,0.49,1
"Pfkfb4",0.205968298548947,-0.337718961860536,0,0.168,1
"Tgm2",0.205968298704827,-0.473988611106041,0,0.168,1
"Setd8",0.205968299094527,-0.428423923693918,0,0.168,1
"Gltp",0.205968299172467,-0.49072625043964,0,0.168,1
"Wdr20",0.206734726855323,0.27194236346598,0.125,0.04,1
"Jmjd1c",0.207049829974109,0.471873917304463,0.25,0.121,1
"Fam168b",0.207353916649428,-0.398144284718044,0,0.167,1
"C8a",0.207353917041506,-0.337242586582373,0,0.167,1
"Gla",0.207817697337267,-0.347829923361727,0,0.167,1
"Hnrnpd",0.207817697494417,-0.376426345019223,0,0.167,1
"Zfp106",0.208282435477095,-0.379173821012445,0,0.167,1
"Sh3bgrl3",0.208770653061915,0.48543641943338,0.75,0.653,1
"BC005537",0.209015962198448,0.459389500707536,0.375,0.233,1
"Snx3",0.209252918563205,0.350387962039407,0.375,0.207,1
"Cdk2ap1",0.209384774669946,0.317410523029768,0.25,0.112,1
"Grk4",0.209682418747947,-0.314093795281616,0,0.166,1
"Wac",0.209682418985595,-0.414091321478104,0,0.166,1
"Irf2bp2",0.209904798273003,-0.582457425961611,0.5,0.619,1
"Amfr",0.210056823631125,0.575060805573318,0.375,0.208,1
"Sik1",0.210151010249433,-0.439779710163228,0,0.166,1
"H2-D1",0.210393777521539,-0.4226480843352,1,0.959,1
"Impg1",0.210974693378451,0.394244331846336,0.375,0.222,1
"Oxsr1",0.211049485749888,0.364573239534602,0.125,0.041,1
"Snrpb",0.212035088262404,-0.416043469931769,0,0.165,1
"Tmem14c",0.212508547429028,-0.381609209466645,0,0.164,1
"Brd2",0.21294244266312,0.287203353724381,0.375,0.186,1
"Ceacam1",0.212982987117268,-0.437498948862143,0,0.164,1
"Herpud1",0.212982987117268,-0.38449649914766,0,0.164,1
"Tomm20",0.213968879167531,0.390196661961904,0.25,0.114,1
"Cflar",0.214527811584503,0.345799466927216,0.25,0.12,1
"Atxn7l1",0.21489059583278,-0.372381808324998,0,0.163,1
"Gm4997",0.214890596075809,-0.410335434078069,0,0.163,1
"Rp9",0.214890596075809,-0.318121087164829,0,0.163,1
"Srsf2",0.215850344275565,-0.519220242237925,0,0.162,1
"Fxyd5",0.216098041963172,0.252173224982678,0.875,0.732,1
"Fam103a1",0.216331712119514,-0.445859033779879,0,0.162,1
"St3gal6",0.216331712282528,-0.435642111214249,0,0.162,1
"Aldh2",0.216478183784468,-0.546345041007528,0.125,0.301,1
"Uhrf1bp1l",0.216787127144641,0.322311272989764,0.25,0.114,1
"Gm4750",0.21720377420511,0.28928615899594,0.625,0.404,1
"Gm8464",0.21720377420511,0.28928615899594,0.625,0.404,1
"Calm2",0.217216999754094,0.285868571899206,0.625,0.435,1
"Chil1",0.217297448858818,-0.519573745059649,0,0.161,1
"Sppl2a",0.2172974490225,-0.482930906311151,0,0.161,1
"Igfbp4",0.217781821903365,-0.36699477804307,0,0.161,1
"Asprv1",0.217781821985373,-0.612328116979805,0,0.161,1
"Rsrc2",0.217781822395413,-0.509804420356616,0,0.161,1
"Zeb1",0.218063161795989,0.675551443328791,0.125,0.042,1
"Pdlim7",0.218267201444489,-0.394274001730851,0,0.161,1
"Mta2",0.21845290947749,0.264561057926858,0.25,0.112,1
"Gm4853",0.218753590483182,-0.294181398964523,0,0.161,1
"Siglece",0.219240990466975,-0.339030563761332,0,0.16,1
"Tkfc",0.219519723980954,0.353864631895512,0.25,0.115,1
"Tspyl1",0.219729403589054,-0.365623109633105,0,0.16,1
"Pip4k2a",0.219729404498552,-0.513919081850123,0,0.16,1
"Atp6v0e",0.220733668379895,-0.754502940504541,0.125,0.3,1
"Gm13722",0.221196723357514,-0.541963213372602,0.25,0.384,1
"AK010878",0.22132560432757,0.357559862299715,0.5,0.311,1
"Chmp2b",0.222439996696332,0.637114644169099,0.125,0.042,1
"Pi16",0.22268131415434,-0.347035686754278,0,0.158,1
"Aqp7",0.222681314656567,-0.310398761730911,0,0.158,1
"Gm10327",0.222681314740271,-0.289727635703124,0,0.158,1
"Adrb2",0.22268131490768,-0.537964157084719,0,0.158,1
"Ap2m1",0.22317689445167,-0.420759762389501,0,0.158,1
"Ndel1",0.223263530302025,-0.597578797375922,0.125,0.296,1
"Sesn2",0.223673507278482,-0.380446978962827,0,0.158,1
"Mro",0.223673507362531,-0.286547862133491,0,0.158,1
"Mob4",0.223673507866823,-0.372338931783807,0,0.158,1
"Fau",0.223971264080728,-0.535031673429629,0.75,0.676,1
"Il10rb",0.22417115709772,-0.428252056073245,0,0.157,1
"Phf21a",0.224171157434606,-0.386735494031035,0,0.157,1
"Mbnl2",0.225670348787795,-0.397762601794318,0,0.156,1
"Dgke",0.226172168753006,-0.288483161836985,0,0.156,1
"Fpr1",0.226172168922839,-0.383530468647523,0,0.156,1
"Evi2a",0.226675037859932,-0.332365620213936,0,0.156,1
"Uimc1",0.227091394528108,0.324495607134214,0.125,0.042,1
"Rtn3",0.228104136654303,-0.700812255956473,0.125,0.293,1
"Dennd4a",0.228189965274568,-0.462392490360647,0,0.155,1
"Pik3r5",0.228189965445806,-0.324310335214986,0,0.155,1
"Cox7a2",0.228189965788282,-0.325484343914883,0,0.155,1
"Mxi1",0.22869705701442,-0.451865340971282,0,0.155,1
"Pigv",0.229442926015376,0.271270507948565,0.125,0.042,1
"Fcgr4",0.229714429056696,-0.394974049629485,0,0.154,1
"March2",0.230224714753285,-0.344519950011276,0,0.154,1
"Sin3b",0.230224714753285,-0.323864521515035,0,0.154,1
"Hsd17b11",0.230736070486434,-0.504263263264034,0,0.154,1
"Gm28042",0.230736070572941,-0.285186952873869,0,0.154,1
"Ccnl2",0.231248499371721,-0.425079319337642,0,0.153,1
"Gm9320",0.23176200358401,-0.319560745808266,0,0.153,1
"9430038I01Rik",0.231927303042926,0.27721404530513,0.375,0.192,1
"Acbd6",0.232276585914459,-0.272912433107178,0,0.153,1
"Ifitm6",0.232276586349681,-0.602751421972794,0,0.153,1
"Cd8b1",0.233308996329751,-0.368464702996024,0,0.152,1
"Hmgcl",0.234345751963277,-0.365614109125877,0,0.152,1
"Ccdc12",0.234345752051046,-0.291659486755376,0,0.152,1
"Ndufa13",0.23483650356208,0.271254060742602,0.25,0.116,1
"Mfap1a",0.23590908239906,-0.376497668398523,0,0.151,1
"Ist1",0.235909082487376,-0.395899254010968,0,0.151,1
"Tapbp",0.236591449805365,-0.642257092703836,0.25,0.383,1
"Atp6v0d1",0.237482314559476,-0.307993367708682,0,0.15,1
"Mrpl43",0.237669728176834,-0.579548041154489,0.375,0.461,1
"Tmpo",0.238536675712073,-0.417591717298185,0,0.149,1
"Arl5a",0.239100654453507,0.427989981574462,0.125,0.044,1
"Tiparp",0.239595493723747,-0.41303744454748,0,0.149,1
"Tap2",0.239595493902966,-0.315047926549572,0,0.149,1
"Rasgrp2",0.239595493992576,-0.340889800236594,0,0.149,1
"Prr5l",0.240126582020104,-0.333281834715784,0,0.148,1
"Eif3f",0.241192129971817,-0.296338759046695,0,0.148,1
"Gm17615",0.241726595815958,-0.314949219972155,0,0.147,1
"Gm6211",0.241726596267757,-0.276735683833957,0,0.147,1
"H2-Oa",0.241744315560744,0.288158020231333,0.125,0.043,1
"Gapdh",0.242262193691764,-0.265258749136665,0,0.147,1
"Cenpf",0.242356421791799,-0.45113869042748,0.125,0.28,1
"Ndst1",0.242798926729291,-0.49006749503886,0,0.147,1
"Srd5a3",0.243002460662791,-0.480130355598069,0.125,0.289,1
"Tra2b",0.243336797163832,-0.369184811719169,0,0.147,1
"Ythdf3",0.243336797163832,-0.412030192759255,0,0.147,1
"Fdxacb1",0.243875807693277,-0.299120489594699,0,0.146,1
"Cd68",0.243875808422219,-0.319342714617424,0,0.146,1
"Tomm22",0.244415963035171,-0.321007969135908,0,0.146,1
"Phkg1",0.24482768667791,-0.412471039605612,0.125,0.291,1
"Sh3bp5",0.244957264640845,-0.451033876613845,0,0.146,1
"Fam63b",0.244957264732345,-0.32796766019965,0,0.146,1
"Fis1",0.244957264915344,-0.352191028873119,0,0.146,1
"Acin1",0.246043320352621,-0.353080652333251,0,0.145,1
"Usp19",0.246588079790311,-0.373447361508796,0,0.145,1
"Carhsp1",0.246588079974464,-0.411216933829089,0,0.145,1
"RP23-32E20.1",0.24700085838812,-0.496078884014413,0.125,0.294,1
"RP24-224N3.8",0.247133999186947,-0.354706264544955,0,0.145,1
"Ly6c2",0.247681079675418,-0.56259207085507,0,0.144,1
"Gm11410",0.247741963399005,-0.361644632268384,0.75,0.383,1
"Napa",0.24877873893945,-0.371600503079109,0,0.144,1
"Eif5",0.24921396979562,-0.622114162018108,0.125,0.284,1
"Med16",0.249329323641455,-0.259083094692257,0,0.143,1
"Clec12a",0.249329324013645,-0.383614786496965,0,0.143,1
"Ifnar1",0.249329324013645,-0.27352403217796,0,0.143,1
"Nono",0.249329324106693,-0.379732601581397,0,0.143,1
"Atf7ip",0.249329324199741,-0.388419879716182,0,0.143,1
"Slc44a2",0.249329324199741,-0.363361718877209,0,0.143,1
"Fmnl1",0.249556581831489,-0.464302230874531,0.25,0.389,1
"Rara",0.249897836053487,-0.582167182525805,0.125,0.277,1
"Tkt",0.250058032791007,-0.493275112076924,0.125,0.278,1
"Srp9",0.250434020200872,-0.33760235520595,0,0.143,1
"Xrn1",0.250901044254655,0.282719345789908,0.125,0.044,1
"Ugp2",0.250988137322416,-0.334353384218995,0,0.143,1
"Matr3",0.250988137509689,-0.34738938627333,0,0.143,1
"Gba",0.251379457141577,0.272700842036493,0.125,0.045,1
"Tprgl",0.251537099689547,-0.538655017653569,0.125,0.285,1
"Sgms2",0.252099926951473,-0.418024845403989,0,0.142,1
"Smpdl3a",0.252657605368023,-0.346746520176537,0,0.142,1
"Mtmr6",0.253081930195099,0.311341002223478,0.25,0.121,1
"RP24-323L24.1",0.253216476781641,-0.279033126064346,0,0.141,1
"Cox7c",0.25321647706493,-0.314878070109236,0,0.141,1
"Eif1",0.253850808276717,-0.451682689636547,0.875,0.873,1
"Cbx3",0.254337813213085,-0.417276630121591,0,0.141,1
"Ssu72",0.254337813213085,-0.29406580538391,0,0.141,1
"Rnf114",0.254900284633562,-0.337235619530179,0,0.14,1
"Rgs20",0.255463961943852,-0.25611798476876,0,0.14,1
"Mia3",0.256028849380837,-0.329408234275528,0,0.14,1
"Ddx27",0.25602884947627,-0.282223371788751,0,0.14,1
"Prpsap2",0.256675549483625,0.279104864198387,0.125,0.044,1
"Tbc1d24",0.257162265757855,-0.26109036270432,0,0.139,1
"Terf1",0.257162265853693,-0.268569269931889,0,0.139,1
"Ndufs1",0.257988451549329,0.332130368581097,0.125,0.045,1
"March7",0.25798979279633,-0.371211198845809,0.125,0.348,1
"Atp6v0c",0.258040011648864,-0.734993831760884,0.25,0.435,1
"A530064D06Rik",0.258300561222385,-0.341401296945162,0,0.139,1
"Ly6c1",0.258871546451862,-0.456237113515666,0,0.138,1
"Pacs1",0.258871546451862,-0.347174620589661,0,0.138,1
"Ikbkap",0.259443761371818,-0.310924095390108,0,0.138,1
"Rgs14",0.259443761468472,-0.361047476239458,0,0.138,1
"Taf6l",0.260591894269729,-0.323272963953805,0,0.138,1
"Prdx1",0.260591894366796,-0.379385789459447,0,0.138,1
"Cd79a",0.260591894463862,-1.32015340115096,0,0.138,1
"Trim30d",0.261167818310839,-0.359132589597551,0,0.137,1
"Hspe1",0.261167818602659,-0.326906602574498,0,0.137,1
"Arhgap25",0.261744986207789,-0.322114536939579,0,0.137,1
"Asap1",0.262903066463038,-0.301297446758983,0,0.136,1
"Gm13092",0.262903066463038,-0.465036778513219,0,0.136,1
"Hcar2",0.26318835649608,0.571714676514105,0.375,0.215,1
"Papola",0.263483985206704,-0.341471287689888,0,0.136,1
"Sft2d1",0.263483985206704,-0.291310690822728,0,0.136,1
"Kdm4c",0.263859359586297,0.340683804168374,0.125,0.045,1
"Mfap1b",0.264066161461172,-0.345420498153214,0,0.136,1
"Mpp1",0.264066161657804,-0.4183761248716,0,0.136,1
"Rere",0.264066161657804,-0.491423831052493,0,0.136,1
"Unc13d",0.264081161789531,0.796269778591549,0.5,0.348,1
"Rapgef6",0.264649598066276,-0.357475357650017,0,0.136,1
"Cd101",0.265234299650376,-0.348927323893596,0,0.135,1
"Rps20",0.265352010044379,-0.59154778554293,0.125,0.32,1
"Acbd5",0.265451807165238,0.325498353731882,0.125,0.046,1
"Casd1",0.265451807165238,0.401843782556634,0.125,0.046,1
"Pdcd6",0.265820268988363,-0.361286509763684,0,0.135,1
"BC031181",0.265820269186261,-0.451442150974234,0,0.135,1
"St3gal5",0.266407509758219,-0.383138992231668,0,0.135,1
"Gm20826",0.266407509857379,-0.264395007815694,0,0.135,1
"Cmah",0.266407510055701,-0.379680184709121,0,0.135,1
"Pik3cd",0.266534496167845,-0.610469990507654,0.125,0.269,1
"Prrc2c",0.266787704802625,0.462479634630541,0.25,0.14,1
"Gm21244",0.266996025855048,-0.263999592741755,0,0.134,1
"Lamtor2",0.266996026053796,-0.283298834319881,0,0.134,1
"Ing1",0.267585820596659,-0.445886813829418,0,0.134,1
"Sash3",0.267585820795832,-0.272330529907516,0,0.134,1
"Tbc1d14",0.268176897615497,-0.317717342986991,0,0.134,1
"Cfp",0.268176897914899,-0.273727386121221,0,0.134,1
"Clec4a2",0.268176897914899,-0.312027991985101,0,0.134,1
"Crispld2",0.268176897914899,-0.367467501207777,0,0.134,1
"Dennd1c",0.2681768980147,-0.347936683214472,0,0.134,1
"Mtch2",0.268300487016014,0.292063140784948,0.125,0.046,1
"Cdkn1a",0.268769261062017,-0.461201765747944,0,0.134,1
"Arhgdia",0.268820129494531,-0.459600685664634,0.125,0.28,1
"Bcl3",0.269362913705813,-0.286990273364935,0,0.133,1
"Mettl9",0.26995785993407,-0.302792913171609,0,0.133,1
"Cers6",0.269957860034516,-0.350755209279362,0,0.133,1
"Pxn",0.270276663952803,-0.553991849165813,0.25,0.394,1
"Acta2",0.27055410315173,-0.375802089579098,0,0.133,1
"Rheb",0.270554103353056,-0.336822407949399,0,0.133,1
"Rbm8a",0.271151647586659,-0.278072038810476,0,0.132,1
"Dusp2",0.271151647687539,-0.710031155479446,0,0.132,1
"Jak1",0.271318948250321,-0.598075692753162,0.5,0.553,1
"Ppp1r9b",0.271897641072438,0.62781134504083,0.25,0.139,1
"Grsf1",0.272031802348661,0.298469540152876,0.125,0.047,1
"Vamp3",0.27235065308219,-0.354084077151001,0,0.132,1
"Nmrk1",0.272952122087356,-0.254223218942006,0,0.131,1
"Hint1",0.272952122595027,-0.313852523823806,0,0.131,1
"Polr1d",0.273372364823856,0.363391743145079,0.25,0.132,1
"Arih1",0.273554907499158,-0.349860133549781,0,0.131,1
"Snrk",0.273862034722963,-0.448346538365823,0.125,0.322,1
"Ensa",0.27415901201785,-0.356647462367582,0,0.131,1
"Cited2",0.274764440192838,-0.400062865825198,0,0.131,1
"Sec14l1",0.274764440397227,-0.397801461351892,0,0.131,1
"mt-Nd4l",0.274764440499422,-0.543393667613417,0,0.131,1
"6430548M08Rik",0.275371195165379,-0.309188782054284,0,0.13,1
"Dstn",0.275371195882292,-0.315484236290798,0,0.13,1
"Cyth1",0.275979282656116,-0.264166837934013,0,0.13,1
"Cdkn2d",0.275979283169307,-0.304290174547367,0,0.13,1
"Zdhhc18",0.275979283169307,-0.292999552250049,0,0.13,1
"Anp32b",0.275979283271945,-0.383179111485668,0,0.13,1
"Wdfy4",0.276588704821374,-0.318033687796761,0,0.13,1
"Aldh3b1",0.277199465780886,-0.266606384904914,0,0.129,1
"Arl5c",0.277199466399392,-0.281944754363696,0,0.129,1
"Gm4707",0.27719946660556,-0.252771412217455,0,0.129,1
"Il4ra",0.27719946660556,-0.295034015205899,0,0.129,1
"Rab31",0.277199466708644,-0.364755312293698,0,0.129,1
"1200014J11Rik",0.277811570812661,-0.280997845560829,0,0.129,1
"Dnaja2",0.27842502201712,-0.306399216998851,0,0.129,1
"Mkln1",0.278425022120653,-0.258044652426945,0,0.129,1
"Atp6v1f",0.278585596577794,0.494983667076302,0.375,0.239,1
"Tmem50b",0.279039824404157,-0.330411471947567,0,0.129,1
"Bcl6",0.280273497807389,-0.298005727560896,0,0.128,1
"Hgsnat",0.280273498120023,-0.434256636713522,0,0.128,1
"Gfod1",0.281512623257222,-0.341700875745161,0,0.127,1
"Ago4",0.281512623571221,-0.293268832778477,0,0.127,1
"Nipbl",0.281512623571221,-0.289623892851316,0,0.127,1
"Pde2a",0.281512623571221,-0.383017179125268,0,0.127,1
"Stk11",0.281512623571221,-0.263156452531459,0,0.127,1
"Acox2",0.281622736420954,0.281206253256506,0.5,0.313,1
"Uso1",0.282334175656062,0.440856723606908,0.125,0.049,1
"Hdac4",0.283381605772448,-0.318622908588568,0,0.127,1
"Abracl",0.283381605983158,-0.274106867990258,0,0.127,1
"Xbp1",0.283381606404578,-0.291747573116014,0,0.127,1
"Lrrc58",0.283506678677036,-0.372361744839211,0.625,0.833,1
"Camk1d",0.28400736177207,-0.316616574256207,0,0.126,1
"Adssl1",0.28463450528185,-0.260868845877455,0,0.126,1
"Trim30b",0.28521436303711,-0.510393641477912,0.125,0.294,1
"Sfxn5",0.285263041127712,-0.369692067719788,0,0.126,1
"Il10ra",0.285892972144074,-0.343274198615625,0,0.125,1
"Tcea1",0.285892972356639,-0.284946516422185,0,0.125,1
"H2-DMb2",0.287791186112823,-0.587969216857879,0,0.125,1
"Bach1",0.287791186326795,-0.31640683854556,0,0.125,1
"Tap1",0.288426744745163,-0.289807324883822,0,0.124,1
"Oas3",0.289063721124552,-0.291011597868444,0,0.124,1
"Nr4a1",0.289118300181658,-0.915183225338165,0.375,0.479,1
"Atp6v1a",0.289702119172411,-0.324329749352242,0,0.124,1
"Basp1",0.290341943477535,-0.363254591186221,0,0.123,1
"Zcchc8",0.290983198329863,-0.330899046391571,0,0.123,1
"Cnr2",0.291625888367569,-0.273257860905358,0,0.123,1
"Nfam1",0.291945998087155,-0.569839615961424,0.125,0.26,1
"Hlx",0.292270017820291,-0.295770112675561,0,0.122,1
"Cir1",0.292270018037594,-0.269259761632533,0,0.122,1
"Dlg1",0.29291559148456,-0.265338248881031,0,0.122,1
"Gm6563",0.29292818016379,0.3409734941858,0.125,0.049,1
"Gm37102",0.293089778250092,-0.457738993820682,0.125,0.26,1
"Tmem30a",0.293451025342782,0.328558477235344,0.25,0.138,1
"Ogdh",0.293562613638683,-0.300674316105737,0,0.122,1
"Ahnak",0.293562613747817,-0.509739282101944,0,0.122,1
"Chchd2",0.294004968007143,-0.523764987078445,0.25,0.396,1
"Nin",0.294211088365041,-0.279003865831007,0,0.122,1
"P4hb",0.294211088583794,-0.292893754378002,0,0.122,1
"Smchd1",0.294211088583794,-0.325289468153491,0,0.122,1
"Msra",0.294861021301762,-0.279769774215507,0,0.121,1
"Ralb",0.294861021411381,-0.280874966268914,0,0.121,1
"Cbx4",0.295512416034471,-0.345928402200981,0,0.121,1
"Capg",0.296165277486692,-0.271036437477816,0,0.121,1
"Rel",0.296165277486692,-0.335272645922317,0,0.121,1
"Hnrnpu",0.296352715882331,-0.47616995450523,0.125,0.271,1
"Elavl1",0.296819610279408,-0.358385421310526,0,0.12,1
"Dgkz",0.296819610389762,-0.263730556349497,0,0.12,1
"Ralbp1",0.296906967390285,0.311036437390995,0.25,0.137,1
"Map1lc3b",0.297322188108698,-0.738181660318541,0.375,0.445,1
"Ddx3x",0.298016409845608,0.387084153322623,0.75,0.471,1
"Nuak2",0.298132708721191,-0.300764507184769,0,0.12,1
"Zbtb7b",0.298791483187629,-0.256614209224459,0,0.12,1
"Cd177",0.298791483409819,-0.514007104936774,0,0.12,1
"F5",0.299451747848567,-0.351144642270757,0,0.119,1
"Naa60",0.300113507680128,-0.29906879425855,0,0.119,1
"Ulk1",0.300113507791721,-0.326791883386072,0,0.119,1
"Dhrs9",0.300776767239973,-0.468988782287447,0,0.119,1
"Rpl7a",0.301121745069553,0.421915280145865,0.5,0.342,1
"mt-Atp8",0.302107804013455,-0.284562918952723,0,0.118,1
"Rabac1",0.302478504977384,-0.57966193748417,0.25,0.404,1
"Fam175b",0.302595141523492,0.269864711833053,0.125,0.049,1
"Osbpl9",0.303205796616833,0.255916349023178,0.375,0.228,1
"Vwa1",0.303726314489796,0.273281446998404,0.125,0.051,1
"Dgkd",0.304115727117515,-0.294931429797493,0,0.117,1
"Sgms1",0.304115727117515,-0.284528833898116,0,0.117,1
"Kdelr1",0.304115727230622,-0.264611065347649,0,0.117,1
"Wfdc17",0.304788086273288,-0.380870171640456,0,0.117,1
"Plk2",0.30478808638665,-0.33514201309349,0,0.117,1
"Lrrc20",0.305486467469321,0.272879910347787,0.125,0.051,1
"Litaf",0.30638129504469,-0.589840781456377,0.25,0.414,1
"Dhx40",0.306814385930037,-0.261848126637277,0,0.116,1
"Rnf38",0.306814386272435,-0.35789011233009,0,0.116,1
"Cstb",0.306814386386568,-0.313343341927868,0,0.116,1
"Slc44a1",0.307492910363172,-0.259307947400717,0,0.116,1
"Il13ra1",0.308172988596339,-0.323585501942463,0,0.116,1
"Mtmr3",0.30817298882564,-0.28502352286873,0,0.116,1
"Rnf10",0.308854626438029,-0.312804686166606,0,0.115,1
