"gene","round2_20151217_p_val","round2_20151217_avg_log2FC","round2_20151217_pct.1","round2_20151217_pct.2","round2_20151217_p_val_adj","round1_20151128_p_val","round1_20151128_avg_log2FC","round1_20151128_pct.1","round1_20151128_pct.2","round1_20151128_p_val_adj","round3_20160313_p_val","round3_20160313_avg_log2FC","round3_20160313_pct.1","round3_20160313_pct.2","round3_20160313_p_val_adj","max_pval","minimump_p_val"
"Jun",9.02770566601743e-12,0.899274707676977,0.203,0.08,2.54626438310021e-07,1.19974251570721e-49,0.92092905347694,0.297,0.064,3.38387376555219e-45,2.78606733656491e-69,0.747752112662852,0.298,0.084,7.85810292278133e-65,9.02770566601743e-12,8.35820200969481e-69
"Csf2rb",1.99139106860658e-07,0.579215204765636,0.464,0.326,0.00561671850900487,6.00269014119328e-34,0.872488904673548,0.603,0.448,1.69305875432357e-29,6.61370210445695e-67,0.754311887638234,0.6,0.363,1.86539467856208e-62,1.99139106860658e-07,1.98411063133707e-66
"Samhd1",1.01068551182857e-08,-0.379639162164323,0.563,0.69,0.000285063848611247,4.8677408809588e-63,-0.585973485415753,0.552,0.867,1.37294631547443e-58,1.95046654987761e-65,-0.527888315649967,0.559,0.757,5.5012909039298e-61,1.01068551182857e-08,5.85139964963289e-65
"Gm12504",6.54534680086323e-06,0.346536723450215,0.115,0.05,0.184611506518347,1.76953009151814e-20,0.290887934074265,0.182,0.061,4.99095962312692e-16,3.36695178611746e-65,0.411786789796786,0.232,0.05,9.4964875127443e-61,6.54534680086323e-06,1.01008553583525e-64
"Wfdc21",9.2370449041803e-13,-0.524733997182133,0.168,0.359,2.60530851522405e-08,6.47395331326367e-35,-0.527728853592424,0.218,0.458,1.82597853200602e-30,4.25025439589465e-65,-0.67016817834908,0.233,0.484,1.19878425236209e-60,9.2370449041803e-13,1.27507631876841e-64
"Ssh2",7.80846822054456e-07,-0.341621236973656,0.238,0.368,0.0220237846160459,2.98105218012022e-34,-0.482096477289849,0.336,0.588,8.40805767402909e-30,9.45817682977711e-65,-0.579053502889957,0.39,0.64,2.66767877483863e-60,7.80846822054456e-07,2.83745304893316e-64
"Rps15",5.34868190715923e-09,0.346949615141703,0.236,0.119,0.000150859573191426,1.35495726658643e-23,0.447348346978795,0.349,0.186,3.82165697040704e-19,1.06289829498317e-64,0.479047085242986,0.404,0.166,2.99790464100004e-60,5.34868190715923e-09,3.18869488494947e-64
"Zyx",1.37863761769747e-09,-0.353725185863982,0.411,0.567,3.88844740071573e-05,1.84022114616139e-64,-0.521035567934634,0.402,0.765,5.19034374274819e-60,6.86392907739977e-41,-0.35308965903309,0.443,0.652,1.9359711962806e-36,1.37863761769747e-09,5.52066343848419e-64
"Scnn1a",8.90501602951292e-05,-0.29317899919998,0.104,0.183,1,1.89863499012654e-64,-0.487973296435029,0.074,0.349,5.35509998965191e-60,2.0474923370712e-39,-0.395911964702799,0.105,0.268,5.77495213670933e-35,8.90501602951292e-05,5.69590497037954e-64
"Cd63-ps",3.75359899732629e-12,0.818338701684394,0.208,0.084,1.05870259719588e-07,8.67250179540275e-39,0.814788426395089,0.304,0.103,2.44607913139335e-34,4.36036941561788e-64,0.69399398837526,0.31,0.104,1.22984219367502e-59,3.75359899732629e-12,1.30811082468535e-63
"Dhrs7",2.4069079260684e-08,-0.453371155881,0.121,0.247,0.000678868380547592,5.89179888166559e-41,-0.458298583347515,0.192,0.451,1.66178187457378e-36,8.8240639620439e-64,-0.497805276810681,0.205,0.448,2.48882724049448e-59,2.4069079260684e-08,2.64721918861316e-63
"Evi2b",2.8244365292235e-10,-0.419306030013128,0.148,0.31,7.96632323067488e-06,2.86705602099361e-28,-0.480075004479944,0.29,0.517,8.08653150721247e-24,1.1995354343957e-63,-0.66222583426894,0.335,0.577,3.38328969271307e-59,2.8244365292235e-10,3.59860630318705e-63
"Gm10076",3.29362807581197e-14,0.603230843271989,0.603,0.42,9.28967798782766e-10,1.43104027309513e-24,0.554032648949645,0.663,0.595,4.03624909026483e-20,2.06334862899997e-63,0.566439820626987,0.719,0.545,5.81967480809441e-59,3.29362807581197e-14,6.19004588699983e-63
